,流水號,授課對象,課號,班次,課程名稱查看課程大綱，請點選課程名稱,簡介影片,學分,課程識別碼,全/半年,必/選修,授課教師,加選方式,時間教室,總人數,選課限制條件,備註,課程網頁,本學期我預計要選的課程
270,97127,,PE2102,A4,網球初級,,1,002 51260,半年,必修,趙曉涵,2,"五1,2(網球345678)",42,"專項運動學群,本校修課人數上限：42人",,,
271,97128,,PE2102,F6,網球初級,,1,002 51260,半年,必修,王澤惠,2,"四6,7(網球345678)",42,"專項運動學群,本校修課人數上限：42人",,,
272,97129,,PE2102,F7,網球初級,,1,002 51260,半年,必修,王澤惠,2,"四8,9(網球345678)",42,"專項運動學群,本校修課人數上限：42人",,,
273,97130,,PE2103,26,網球中級(一),,1,002 51270,半年,必修,連玉輝,2,"一6,7(網球345678)",42,"專項運動學群,本校修課人數上限：42人",限修過初級或具初級能力者。,,
274,97131,,PE2103,31,網球中級(一),,1,002 51270,半年,必修,莊泰源,2,"三3,4(網球345678)",42,"專項運動學群,本校修課人數上限：42人",,,
275,97132,,PE2103,32,網球中級(一),,1,002 51270,半年,必修,莊泰源,2,"四1,2(紅土球場)",32,"專項運動學群,本校修課人數上限：32人",,,
276,97133,,PE2103,A5,網球中級(一),,1,002 51270,半年,必修,趙曉涵,2,"五3,4(網球345678)",42,"專項運動學群,本校修課人數上限：42人",限修過初級或具初級能力者。,,
277,97196,,PE2105,M8,女網球校隊,,1,002 51290,半年,選修,趙曉涵,2,"三B,C,D(網球123456)五10,A,B,C,D(網球123456)",40,"限女生,本校修課人數上限：40人",限校隊學生。,,
278,97197,,PE2106,L2,男網球校隊,,1,002 51300,半年,選修,連玉輝,2,"三B,C,D(網球345678)五10,A,B,C,D(網球345678)",40,"限男生,本校修課人數上限：40人",限校隊學生。,,
279,97134,,PE2109,J5,橄欖球,,1,002 51330,半年,必修,莊國禎,2,"二3,4(人工草皮球場)",40,"專項運動學群,本校修課人數上限：40人",,,
280,97135,,PE2109,J6,橄欖球,,1,002 51330,半年,必修,莊國禎,2,"二6,7(人工草皮球場)",40,"專項運動學群,本校修課人數上限：40人",,,
281,97136,,PE2109,J7,橄欖球,,1,002 51330,半年,必修,莊國禎,2,"四6,7(足球場)",40,"專項運動學群,本校修課人數上限：40人",,,
282,97137,,PE2109,J8,橄欖球,,1,002 51330,半年,必修,莊國禎,2,"四8,9(人工草皮球場)",40,"專項運動學群,本校修課人數上限：40人",,,
283,97198,,PE2110,N5,橄欖球校隊,,1,002 51340,半年,選修,莊國禎,2,"六6,7,8,9(足球場)",40,本校修課人數上限：40人,限校隊學生。,,
284,97138,,PE2111,88,保齡球,,1,002 51360,半年,必修,洪巧菱,2,"二6,7(綜體前廣場)",40,"專項運動學群,本校修課人數上限：40人",本課程於三重E7保齡球館上課，同學需自行前往與自理每次上課球局費用100元(含3局球局及球鞋)。,,
285,97139,,PE2111,89,保齡球,,1,002 51360,半年,必修,洪巧菱,2,"二8,9(綜體前廣場)",40,"專項運動學群,本校修課人數上限：40人",本課程於三重E7保齡球館上課，同學需自行前往與自理每次上課球局費用100元(含3局球局及球鞋)。,,
286,97140,,PE2112,94,瑜珈,,1,002 51370,半年,必修,蘇玫尹,2,"一6,7(綜館舞蹈室)",35,"專項運動學群,本校修課人數上限：35人",請自備乾淨球鞋。,,
287,97141,,PE2112,95,瑜珈,,1,002 51370,半年,必修,蘇玫尹,2,"一8,9(綜館舞蹈室)",35,"專項運動學群,本校修課人數上限：35人",請自備乾淨球鞋。,,
288,97142,,PE2112,98,瑜珈,,1,002 51370,半年,必修,蘇玫尹,2,"三8,9(綜館韻律室)",35,"專項運動學群,本校修課人數上限：35人",請自備乾淨球鞋。,,
289,97143,,PE2112,P8,瑜珈,,1,002 51370,半年,必修,蘇玫尹,2,"三6,7(綜館韻律室)",35,"專項運動學群,本校修課人數上限：35人",請自備乾淨球鞋。,,
290,97199,,PE2118,N4,擊劍校隊,,1,002 51460,半年,選修,許君恆,2,"三A,B,C,D(綜館舞蹈室)五A,B,C,D(綜館舞蹈室)六2,3,4,6(綜館舞蹈室)",40,本校修課人數上限：40人,限校隊學生。,,
291,97200,,PE2119,M1,劍道校隊,,1,002 51470,半年,選修,李坤培,2,"一A,B,C,D(綜館技擊AB)五A,B,C,D(綜館技擊AB)",40,本校修課人數上限：40人,限校隊學生。,,
292,97201,,PE2121,L6,國術校隊,,1,002 51490,半年,選修,游添燈,2,"一A,B,C(舊館韻律房)四A,B,C(綜館柔道室)六7,8,9(綜館柔道室)",40,本校修課人數上限：40人,限校隊學生。。上課地點：綜館柔道室、舊館韻律房及舊館柔道房。,,
293,97202,,PE2122,M5,射箭校隊,,1,002 51500,半年,選修,陳逸杰,2,"二A,B,C(舊館柔道房)四A,B,C(舊館柔道房)",40,本校修課人數上限：40人,限校隊學生。,,
294,97144,,PE2124,50,重量訓練,,1,002 51520,半年,必修,蔡秀華,2,"二8,9(綜館舞蹈室)",40,"專項運動學群,本校修課人數上限：40人",徒手重量訓練。請自備乾淨球鞋。,,
295,97145,,PE2124,51,重量訓練,,1,002 51520,半年,必修,蔡秀華,2,"四3,4((醫)館1F)",40,"專項運動學群,本校修課人數上限：40人",請自備乾淨球鞋、毛巾。,,
296,97146,,PE2124,78,重量訓練,,1,002 51520,半年,必修,連家瑩,2,"三1,2(綜館重訓室)",40,"專項運動學群,本校修課人數上限：40人",請自備乾淨球鞋、毛巾。,,
297,97147,,PE2124,P6,重量訓練,,1,002 51520,半年,必修,曾郁嫻,2,"一0,1(綜館重訓室)",40,"專項運動學群 且 限女生,本校修課人數上限：40人",請自備乾淨球鞋、毛巾。,,
298,97148,,PE2129,29,軟網初級,,1,002 51600,半年,必修,莊泰源,2,"二1,2(網球345678)",42,"專項運動學群,本校修課人數上限：42人",,,
299,97149,,PE2129,30,軟網初級,,1,002 51600,半年,必修,莊泰源,2,"三1,2(網球345678)",42,"專項運動學群,本校修課人數上限：42人",,,
300,97150,,PE2129,33,軟網初級,,1,002 51600,半年,必修,莊泰源,2,"四3,4(紅土球場)",32,"專項運動學群,本校修課人數上限：32人",,,
301,97151,,PE2136,B1,有氧+塑身,,1,002 51670,半年,必修,林謙如,2,"五3,4(綜館舞蹈室)",48,"專項運動學群,本校修課人數上限：48人",本課程為透過戰鬥有氧與階梯課程，來提昇心肺耐力、肌耐力與爆發力的綜合體能訓練課程。,,
302,97152,,PE2138,B5,跆拳道初級,,1,002 51690,半年,必修,吳明翰,2,"三6,7(綜館柔道室)",40,"專項運動學群,本校修課人數上限：40人",請自備乾淨球鞋。,,
303,97153,,PE2138,B6,跆拳道初級,,1,002 51690,半年,必修,吳明翰,2,"三8,9(綜館柔道室)",40,"專項運動學群,本校修課人數上限：40人",請自備乾淨球鞋。,,
304,97154,,PE2138,B7,跆拳道初級,,1,002 51690,半年,必修,吳明翰,2,"五1,2(綜館柔道室)",40,"專項運動學群,本校修課人數上限：40人",請自備乾淨球鞋。,,
305,97155,,PE2138,B8,跆拳道初級,,1,002 51690,半年,必修,吳明翰,2,"五3,4(綜館柔道室)",40,"專項運動學群,本校修課人數上限：40人",請自備乾淨球鞋。,,
306,97156,,PE2138,G5,跆拳道初級,,1,002 51690,半年,必修,陳君鳳,2,"四1,2(綜館柔道室)",40,"專項運動學群,本校修課人數上限：40人",請自備乾淨球鞋。,,
307,97157,,PE2138,G6,跆拳道初級,,1,002 51690,半年,必修,陳君鳳,2,"四3,4(綜館柔道室)",40,"專項運動學群,本校修課人數上限：40人",請自備乾淨球鞋。,,
308,97158,,PE2142,52,室內五人制足球初級,,1,002 51730,半年,必修,楊裕隆,2,"二6,7(舊館羽球場)",44,"專項運動學群,本校修課人數上限：44人",,,
309,97159,,PE2142,56,室內五人制足球初級,,1,002 51730,半年,必修,楊裕隆,2,"四6,7(舊館羽球場)",44,"專項運動學群,本校修課人數上限：44人",,,
310,97160,,PE2143,57,室內五人制足球中級,,1,002 51740,半年,必修,楊裕隆,2,"四8,9(舊館羽球場)",44,"專項運動學群,本校修課人數上限：44人",限修過初級或具初級能力者。,,
311,97161,,PE5001,62,壁球初級,,1,002 51790,半年,必修,林聯喜,2,"一6,7(綜館壁球室)",32,"專項運動學群,本校修課人數上限：32人",請自備乾淨球鞋。,,
312,97162,,PE5001,63,壁球初級,,1,002 51790,半年,必修,林聯喜,2,"一8,9(綜館壁球室)",32,"專項運動學群,本校修課人數上限：32人",請自備乾淨球鞋。,,
313,97163,,PE5001,66,壁球初級,,1,002 51790,半年,必修,林聯喜,2,"四6,7(綜館壁球室)",32,"專項運動學群,本校修課人數上限：32人",請自備乾淨球鞋。,,
314,97164,,PE5001,D7,壁球初級,,1,002 51790,半年,必修,逄廣華,2,"三1,2(綜館壁球室)",32,"專項運動學群,本校修課人數上限：32人",請自備乾淨球鞋。,,
315,97165,,PE5006,67,壁球中級,,1,002 51820,半年,必修,林聯喜,2,"四8,9(綜館壁球室)",32,"專項運動學群,本校修課人數上限：32人",1.限修過初級或具初級能力者。 2.請自備乾淨球鞋。,,
316,97166,,PE5007,61,適能瑜珈,,1,002 51830,半年,必修,呂碧琴,2,"五1,2(綜館舞蹈室)",40,"專項運動學群,本校修課人數上限：40人",,,
317,97203,,PE5008,N6,男子跆拳校隊,,1,002 51840,半年,選修,吳明翰,2,"二A,B,C,D(請洽系所辦) 五A,B,C,D(請洽系所辦)",40,"限男生,本校修課人數上限：40人",限校隊學生。上課地點：綜館柔道室。,,
318,97204,,PE5009,K3,女子跆拳校隊,,1,002 51850,半年,選修,陳美莉,2,"二A,B,C,D(綜館柔道室)五A,B,C,D(綜館柔道室)",40,"限女生,本校修課人數上限：40人",限校隊學生。,,
319,97205,,PE5010,K5,男子柔道校隊,,1,002 51860,半年,選修,黃國恩,2,"一A,B,C,D(綜館柔道室)三A,B,C,D(綜館柔道室)",40,"限男生,本校修課人數上限：40人",限校隊學生。,,
320,97206,,PE5011,N2,女子柔道校隊,,1,002 51870,半年,選修,蘇玫尹,2,"一A,B,C,D(請洽系所辦) 三A,B,C,D(請洽系所辦)",40,"限女生,本校修課人數上限：40人",限校隊學生。上課地點：綜館柔道室。,,
321,97167,,PE7009,H4,定向越野,,1,002 51900,半年,必修,莊珮琪,2,"四6,7(綜體前廣場)",40,"專項運動學群,本校修課人數上限：40人",,,
322,97168,,PE7009,H5,定向越野,,1,002 51900,半年,必修,莊珮琪,2,"四8,9(綜體前廣場)",40,"專項運動學群,本校修課人數上限：40人",,,
323,97169,,PE7002,11,氣功(選修體育),,1,002 70520,半年,選修,黃欽永,2,"二3,4(綜館柔道室)",50(含開放臺大系統人數:4),"選修體育,本校修課人數上限：46人",請自備乾淨球鞋。,,
324,97170,,PE7007,34,羽球中級（選修體育）,,1,002 70790,半年,選修,陳志一,2,"一6,7(綜館多功能)",34(含開放臺大系統人數:4),"選修體育,本校修課人數上限：30人",限修過初級或具初級能力者。請自備乾淨球鞋。,,
325,97171,,PE7004,28,中網(選修體育),,1,002 71270,半年,選修,連玉輝,2,"三6,7((醫)網球場)",32(含開放臺大系統人數:4),"選修體育,本校修課人數上限：28人",限修過初級或具初級能力者。,,
326,97172,,PE7006,60,瑜珈（選修體育）,,1,002 71370,半年,選修,呂碧琴,2,"二3,4(綜館舞蹈室)",40(含開放臺大系統人數:4),"選修體育,本校修課人數上限：36人",請自備乾淨球鞋。,,
327,97173,,PE7005,49,運動與體重管理（選修體育）,,1,002 71390,半年,選修,蔡秀華,2,"二3,4(綜館韻律室)",40(含開放臺大系統人數:4),"選修體育,本校修課人數上限：36人",請自備乾淨球鞋。,,
328,97174,,PE7003,1,壁球(選修體育),,1,002 71610,半年,選修,李坤培,2,"三6,7(綜館壁球室)",32,"選修體育,本校修課人數上限：32人",請自備乾淨球鞋。,,
329,93001,,MilTr1006,1,全民國防教育軍事訓練課程－全民國防,,0,003 10190,半年,選修,荊元宙,3,"四6,7(新102)",254(含開放臺大系統人數:2),本校修課人數上限：252人,第一週未到課視同退選，欲加簽本課程者，第一週務必到課。,,
330,93002,,MilTr1006,2,全民國防教育軍事訓練課程－全民國防,,0,003 10190,半年,選修,荊元宙,3,"四8,9(新102)",254(含開放臺大系統人數:2),本校修課人數上限：252人,第一週未到課視同退選，欲加簽本課程者，第一週務必到課。,,
331,93003,,MilTr1007,1,全民國防教育軍事訓練課程－國防政策,,0,003 10200,半年,選修,余宗基,3,"三6,7(博雅102)",279(含開放臺大系統人數:2),本校修課人數上限：277人,第一週未到課視同退選，欲加簽本課程者，第一週務必到課。,,
332,93004,,MilTr1007,2,全民國防教育軍事訓練課程－國防政策,,0,003 10200,半年,選修,余宗基,3,"三8,9(博雅101)",400(含開放臺大系統人數:2),本校修課人數上限：398人,第一週未到課視同退選，欲加簽本課程者，第一週務必到課。,,
333,93005,,MilTr1008,1,全民國防教育軍事訓練課程－防衛動員,,0,003 10210,半年,選修,廖天威,3,"三6,7(普103)",300(含開放臺大系統人數:2),本校修課人數上限：298人,第一週未到課視同退選，欲加簽本課程者，第一週務必到課。,,
334,93006,,MilTr1009,1,全民國防教育軍事訓練課程－國際情勢,,0,003 10220,半年,選修,劉鐵軍,3,"四3,4(新203)",141(含開放臺大系統人數:2),本校修課人數上限：139人,第一週未到課視同退選，欲加簽本課程者，第一週務必到課。,,
335,93007,,MilTr1009,2,全民國防教育軍事訓練課程－國際情勢,,0,003 10220,半年,選修,劉鐵軍,3,"四6,7(新302)",110(含開放臺大系統人數:2),本校修課人數上限：108人,第一週未到課視同退選，欲加簽本課程者，第一週務必到課。,,
336,93008,,MilTr1010,1,全民國防教育軍事訓練課程－國防科技,,0,003 10230,半年,選修,劉鐵軍,3,"二3,4(新103)",108(含開放臺大系統人數:2),本校修課人數上限：106人,第一週未到課視同退選，欲加簽本課程者，第一週務必到課。,,
337,93009,,MilTr1010,2,全民國防教育軍事訓練課程－國防科技,,0,003 10230,半年,選修,劉鐵軍,3,"二6,7(新103)",108(含開放臺大系統人數:2),本校修課人數上限：106人,第一週未到課視同退選，欲加簽本課程者，第一週務必到課。,,
338,74237,,AdvEng2002,1,進階英語二(綜合),,0,004 20120,半年,必帶,劉威辰,2,"三8,9(綜503)",35,"限學士班學生 且 限學士班二年級以上,本校修課人數上限：35人","初選不開放。本課程中文授課,使用英文教科書。G102綜合班。第一週起即為正式上課，未能到課者，須依請假規定請假。",,
339,87235,,AdvEng2002,2,進階英語二(綜合),,0,004 20120,半年,必帶,俞燕妮,2,"四3,4(外教202)",35,"限學士班學生 且 限學士班二年級以上,本校修課人數上限：35人","初選不開放。本課程中文授課,使用英文教科書。G202綜合班。第一週起即為正式上課，未能到課者，須依請假規定請假。",,
340,23335,,AdvEng2002,3,進階英語二(綜合),,0,004E20120,半年,必帶,王珊珊,2,"一6,7(外教201)",35,"限學士班學生 且 限學士班二年級以上,本校修課人數上限：35人",初選不開放。本課程以英語授課。G302綜合班。第一週起即為正式上課，未能到課者，須依請假規定請假。 本課程英文化程度說明,,
341,34382,,AdvEng2002,4,進階英語二(綜合),,0,004 20120,半年,必帶,楊乃冬,2,"二3,4(外教202)",35,"限學士班學生 且 限學士班二年級以上,本校修課人數上限：35人",初選不開放。本課程中英雙語授課，使用英文書籍。第一週起即為正式上課，未能到課者，須依請假規定請假。,,
342,68467,,AdvEng2002,5,進階英語二(綜合),,0,004 20120,半年,必帶,徐維娟,2,"五8,9(外教102)",35,"限學士班學生 且 限學士班二年級以上,本校修課人數上限：35人",初選不開放。限外文系以外含大二以上學士班學生選讀.,,
343,20948,,AdvEng2006,1,進階英語二(聽力),,0,004 20320,半年,必帶,徐維娟,2,"五3,4(外教102)",35,"限學士班學生 且 限學士班二年級以上,本校修課人數上限：35人","初選不開放。本課程中文授課,使用英文教科書。L102聽力班。第一週起即為正式上課，未能到課者，須依請假規定請假。",,
344,32625,,AdvEng2006,2,進階英語二(聽力),,0,004 20320,半年,必帶,許文僊,2,"五6,7(外教206)",35,"限學士班學生 且 限學士班二年級以上,本校修課人數上限：35人","初選不開放。本課程中文授課,使用英文教科書。L202聽力班。中英文雙語授課。第一週起即為正式上課，未能到課者，須依請假規定請假。",,
345,86412,,AdvEng3202,1,印尼文一下,,3,004 30212,全年,選修,王麗蘭,2,"三7,8,9(共406)",35(含開放臺大系統人數:4),"本課有先修科目規定,本校修課人數上限：31人",第一週未請假缺席則視同退選。第二週後不開放加選。母語人士(包括馬來西亞籍)勿修習。不開放旁聽。,,
346,17317,,AdvEng3202,2,印尼文一下,,3,004 30212,全年,選修,王麗蘭,2,"二5,6,7(共302)",35(含開放臺大系統人數:4),"本課有先修科目規定,本校修課人數上限：31人",第一週未請假缺席則視同退選。第二週後不開放加選。母語人士(包括馬來西亞籍)勿修習。不開放旁聽。,,
347,76176,,AdvEng3203,,印尼文二下,,3,004 30222,全年,選修,王麗蘭,2,"二8,9,10(共406)",35(含開放臺大系統人數:4),"本課有先修科目規定,本校修課人數上限：31人",第一週未請假缺席則視同退選。第二週後不開放加選。母語人士(包括馬來西亞籍)勿修習。不開放旁聽。,,
348,76463,,AdvEng3204,1,韓文一下,,3,004 30312,全年,選修,李相美,2,"二2,3,4(共307)",40,"本課有先修科目規定,本校修課人數上限：40人",第三週起不開放加選。母語人士勿修習。不開放旁聽。,,
